Voyage ID,Name of vessel,Year arrived with captives,Total disembarked (IMP),Total embarked (IMP),Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)",Crew at first landing of captives,Crew at voyage outset,Standardized Tonnage (IMP),Sterling cash price in Jamaica (IMP),Percentage of captives who died during crossing (IMP),Percentage of women among landed slaves,Outcome of voyage if ship captured,Flag of vessel (IMP),Rig of Vessel,Place where vessel's voyage ended,Percent men,Percent boys,Broad region of captive disembarkation (IMP),Percent girls,Particular outcome,Percent children,Percentage women on voyage,Outcome of voyage for investors,Outcome of voyage for captives,Resistance,Percent male,Percent female,Broad region where voyage began (IMP),Broad region of captive purchase (IMP),Imputed region where voyage began,Date purchase of captives began,Date voyage completed,Region of return,Imputed principal region of captive disembarkation,Imputed Principal region of captive purchase,Date vessel departed Africa,Date voyage began,Imputed Place where vessel's voyage began,Date first disembarkation of captives,Imputed principal port of captive disembarkation,Date departed last place of landing,Imputed principal place of captive purchase,Sources,Enslavers
21941,Kurprinzess,1699.0,461.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,Danish West Indies,Other Africa,",,","1698,,",None,"1699,,",St Thomas,",,","Africa, port unspecified","  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21942,Charlotte Sophie,1699.0,350.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Sold slaves in Americas - subsequent fate unknown,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,Danish West Indies,Other Africa,",,",",,",None,"1699,,",St Thomas,",,","Africa, port unspecified","  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  “The Danish West Indies Under Company Rule,” n.d.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  “The Danish West Indies Under Company Rule,” n.d.",nan
21943,Held Josua,1701.0,421.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural hazard,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,"Shipwrecked or destroyed, after disembarkation",0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,Danish West Indies,Other Africa,",,","1700,,",None,"1701,,",St Thomas,",,","Africa, port unspecified","  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21944,Koenig von Preussen (a) Koning van Pruisen,1702.0,212.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Europe,Africa,Netherlands,",,","1702,,",None,Danish West Indies,Other Africa,",,","1701,,",Zeeland,"1702,,",St Thomas,",,","Africa, port unspecified","  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21945,Kronprinz von Preussen (a) Kroonprins van Pruisen,1702.0,169.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Europe,Africa,Netherlands,",,","1702,,",None,Danish West Indies,Other Africa,",,","1701,,",Zeeland,"1702,,",St Thomas,",,","Africa, port unspecified","  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21946,Kastell Spandau,1703.0,207.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Sold slaves in Americas - subsequent fate unknown,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,Danish West Indies,Other Africa,",,","1703,,",None,"1703,,",St Thomas,",,","Africa, port unspecified","  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21949,Koenig von Preussen (a) Koning van Pruisen,1715.0,212.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,Fregat,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Europe,Africa,Netherlands,",,","1715,7,",None,Danish West Indies,Gold Coast,",,","1714,,",Rotterdam,"1715,,",St Thomas,",,",Pokesoe (Princes Town),"  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Szymanski, Hans, Brandenburg Preu&szlig;En Zur See, 1605-1815 (Leipzig, 1937)., n.d.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Brübach, Nils. “Brandenburg-Preußen im transatlantischen Sklavenhandel 1685-1715.” Masters, Universität Erlangen-Nürnberg, 1988.|  Paeise, Ruud. Geschiedenis van de MCC: opkomst, bloei en ondergang. Zutphen, NL: Walburg Pers, 2014.|  Szymanski, Hans, Brandenburg Preu&szlig;En Zur See, 1605-1815 (Leipzig, 1937)., n.d.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21950,Fredrik Wilhelm,1693.0,729.0,738.0,0.0,353.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.26626323751891073,French,Denmark / Baltic,0,0,0.594553706505295,0.11951588502269289,Caribbean,0.019667170953101363,Captured by the French - after slaves disembarked,0.13918305597579425,0.26626323751891073,0,Slaves disembarked in Americas,Slave insurrection,0.7140695915279879,0.2859304084720121,Europe,Africa,Germany,"1693,2,18",",,",None,Danish West Indies,Other Africa,",,","1692,7,25",Emden,"1693,7,13",St Thomas,",,","Africa, port unspecified","  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Kellenbenz, Hermann. “Die Brandenburger auf St. Thomas.” Jahrbuch für Geschichte von Staat, Wirtschaft und Gesellschaft Lateinamerikas 2 (1965): 196–217.|  Oettinger, Johann Peter. Unter kurbrandenburgischer Flagge: Deutsche Kolonial-Erfahrungen vor 200 Jahren ; Nach dem Tagebuche d. Chirurgen Johann Peter Oettinger. Eisenschmidt, DE, 1886.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Kellenbenz, Hermann. “Die Brandenburger auf St. Thomas.” Jahrbuch für Geschichte von Staat, Wirtschaft und Gesellschaft Lateinamerikas 2 (1965): 196–217.|  Oettinger, Johann Peter. Unter kurbrandenburgischer Flagge: Deutsche Kolonial-Erfahrungen vor 200 Jahren ; Nach dem Tagebuche d. Chirurgen Johann Peter Oettinger. Eisenschmidt, DE, 1886.",nan
21951,Frederich III,1694.0,705.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31915,Not captured,Denmark / Baltic,Ship,0,0.53759,0.09645,Caribbean,0.04681,Voyage completed as intended,0.14326,0.31915,0,Slaves disembarked in Americas,0,0.63404,0.36595999999999995,0,Africa,None,"1693,8,25",",,",None,Danish West Indies,Bight of Benin,"1693,9,20","1693,,",None,"1694,5,",St Thomas,",,","Bight of Benin, place unspecified","  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21952,Kurprincessen,1694.0,452.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26549,Not captured,Denmark / Baltic,Ship,0,0.61283,0.07743,Caribbean,0.04425,Voyage completed as intended,0.12168,0.26549,0,Slaves disembarked in Americas,0,0.69027,0.30972999999999995,0,Africa,None,"1694,3,3",",,",None,Danish West Indies,Bight of Benin,"1694,4,3","1694,,",None,"1694,6,",St Thomas,",,","Whydah, Ouidah","  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21957,Kurprinzess,1699.0,400.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Sold slaves in Americas - subsequent fate unknown,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Europe,Africa,Germany,",,",",,",None,Danish West Indies,Bight of Benin,",,","1698,,",Emden,"1699,,",St Thomas,",,","Whydah, Ouidah","  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21960,Kurprintz von Brandenburg,1683.0,254.0,334.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Europe,Africa,Germany,"1682,12,",",,",None,Dutch Guianas,Bight of Benin,",,","1682,7,",Hamburg,"1683,,",Berbice,",,","Bight of Benin, place unspecified","  Von der Gröben, Otto Friedrich. Guineische Reisebeschreibung, nebst einem Anhang der Expedition in Morea. Marienwerder, DE: Gedruckt durch Simon Reinigern, 1694. https://books.google.com/books/about/Guineische_Reise_Beschreibung.html?id=p1O5xCAUjNsC.|  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Van Dantzig, Albert, The Dutch and the Guinea Coast, 1674-1742: A Collection of Documents from the General State Archive at the Hague (Accra, 1978)., n.d.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Von der Gröben, Otto Friedrich. Guineische Reisebeschreibung, nebst einem Anhang der Expedition in Morea. Marienwerder, DE: Gedruckt durch Simon Reinigern, 1694. https://books.google.com/books/about/Guineische_Reise_Beschreibung.html?id=p1O5xCAUjNsC.|  “Marine und Afrikanische Kompaniesachen.” Berlin, DE, n.d. Geheimes Staatsarchiv Preußischer Kulturbesitz.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Van Dantzig, Albert, The Dutch and the Guinea Coast, 1674-1742: A Collection of Documents from the General State Archive at the Hague (Accra, 1978)., n.d.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21961,Wappen von Brandenburg (a) Dorothea,1688.0,80.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Sold slaves in Americas - subsequent fate unknown,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,"1688,4,22",",,",None,Danish West Indies,Bight of Benin,",,","1688,,",None,"1688,,",St Thomas,",,","Whydah, Ouidah","  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.|  Jones, Adam. Brandenburg Sources for West African History, 1680-1700. Studien Zur Kulturkunde 77. Stuttgart, DE: Franz Steiner Verlag Wiesbaden, 1985.|  Weindl, Andrea. Die Kurbrandenburger im “atalntischen System”, 1650-1720. Arbeitspapiere zur Latein Amerikaforschung, II–03. Cologne, DE: C. Wentzlaff-Eggebert and Martin Traine, 2001. https://lateinamerika.phil-fak.uni-koeln.de/fileadmin/sites/aspla/bilder/arbeitspapiere/weindl.pdf.",nan
21985,0,1646.0,212.0,260.0,0.0,0.0,0.0,39.0,300.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,Fluit,0,0.0,0.0,Caribbean,0.0,Bought at least one slave in Africa - subsequent fate unknown,0.0,0.0,0,"Slaves embarked, transhipped or no further record",0,0.0,0.0,Europe,Africa,Sweden,"1646,8,",",,",None,Barbados,Bight of Biafra and Gulf of Guinea islands,"1646,9,23","1646,5,12",Göteborg,",,","Barbados, place unspecified",",,",Calabar,"  Ratelband, Klaas, ed. Vijf dagregisters van het kasteel Sno Jorge da Mina (Elmina) aan de Goudkust (1645-47). Gravenhage, NL, 1953.|  Ratelband, Klaas, ed. Vijf dagregisters van het kasteel Sno Jorge da Mina (Elmina) aan de Goudkust (1645-47). Gravenhage, NL, 1953.",nan
24507,Cron Printz Christian,1760.0,166.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,0,0,0.0,0.0,Caribbean,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,Caribbean,Africa,Danish West Indies,",,",",,",None,Danish West Indies,Other Africa,",,",",,",St Croix,"1760,4,21",St Croix,",,","Africa, port unspecified","  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|New Lloyd's List (later, Lloyd's List), (London, England)",nan
24666,Eleonora,1770.0,176.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,Not captured,Denmark / Baltic,Snauw,0,0.0,0.0,Caribbean,0.0,Sold slaves in Americas - subsequent fate unknown,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,Danish West Indies,Gold Coast,"1770,8,29","1769,,",None,"1770,12,19",St Croix,",,","Gold Coast, port unspecified","  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|  Svalesen, Leif, Slaveskipet Fredensborg: Og Den Dansk-Norske Slavehandel på 1700-Tallet (Oslo, 1996)., n.d.|  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|  Svalesen, Leif, Slaveskipet Fredensborg: Og Den Dansk-Norske Slavehandel på 1700-Tallet (Oslo, 1996)., n.d.|New Lloyd's List (later, Lloyd's List), (London, England)",nan
24803,Carolina,1801.0,86.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27907,Not captured,Denmark / Baltic,Fregat,0,0.36047,0.23256,Caribbean,0.12791,Sold slaves in Americas - subsequent fate unknown,0.36047,0.27907,0,Slaves disembarked in Americas,0,0.59302,0.40698,Europe,Africa,Sweden,",,",",,",None,Cuba,Sierra Leone,",,","1800,,",Göteborg,"1801,5,12",Havana,",,",Bance/Bunce Island,"  Barcia, Manuel. “Dataset of Slave Vessels Arriving in Cuba, 1790-1810,” n.d. University of Leeds.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Barcia, Manuel. “Dataset of Slave Vessels Arriving in Cuba, 1790-1810,” n.d. University of Leeds.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|New Lloyd's List (later, Lloyd's List), (London, England)",nan
25457,Gustavia,1806.0,250.0,332.0,134.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,Not captured,Denmark / Baltic,Ship,0,0.0,0.0,Mainland North America,0.0,Voyage completed as intended,0.0,0.0,0,Slaves disembarked in Americas,0,0.0,0.0,0,Africa,None,",,",",,",None,South Carolina,East Africa and Indian Ocean islands,",,",",,",None,"1806,4,28",Charleston,",,",Momboza or Zanzibar,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  Reidy, Michael Charles. “Admission of Slaves and Prize Slaves into the Cape Colony, 1797-1818.” Masters, University of Cape Town, 1997.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  Reidy, Michael Charles. “Admission of Slaves and Prize Slaves into the Cape Colony, 1797-1818.” Masters, University of Cape Town, 1997.|New Lloyd's List (later, Lloyd's List), (London, England)",nan
